text,preprocess_texts,preprocess_texts_no_symboll,tokens
RT @AminParsi13: در شرایط فعلی و با توجه به تحریم‌ها باید از فرمول دفاع مقدس و انقلاب که همان حضور جوانان در عرصه‌های مختلف است، بهره برد و…,در شرایط فعلی و با توجه به تحریم‌ها باید از فرمول دفاع مقدس و انقلاب که همان حضور جوانان در عرصه‌های مختلف است بهره برد و,در شرایط فعلی و با توجه به تحریمها باید از فرمول دفاع مقدس و انقلاب که همان حضور جوانان در عرصههای مختلف است بهره برد و,"['در', 'شرایط', 'فعلی', 'و', 'با', 'توجه', 'به', 'تحریمها', 'باید', 'از', 'فرمول', 'دفاع', 'مقدس', 'و', 'انقلاب', 'که', 'همان', 'حضور', 'جوانان', 'در', 'عرصههای', 'مختلف', 'است', 'بهره', 'برد', 'و']"
"RT @Tarane_salehii: نبرد اقتصادی،  فرمانده کهنه کار با تخصص اقتصاد می خواهد.
#اقدام_و_تحول
#آقامحسن_ایران 
#محسن_رضایی",نبرد اقتصادی فرمانده کهنه کار با تخصص اقتصاد می خواهد اقدام و تحول آقا محسن ایران  محسن رضایی,نبرد اقتصادی فرمانده کهنه کار با تخصص اقتصاد می خواهد اقدام و تحول آقا محسن ایران  محسن رضایی,"['نبرد', 'اقتصادی', 'فرمانده', 'کهنه', 'کار', 'با', 'تخصص', 'اقتصاد', 'می', 'خواهد_اقدام', 'و', 'تحول', 'آقا', 'محسن', 'ایران', 'محسن', 'رضایی']"
"RT @firozeh313: ،،
از زمانی که پا به ستاد انتخابات گذاشتی
بارقه امید در چشمان مردم دیده شد
💐
#رئیسی_متشکریم",از زمانی که پا به ستاد انتخابات گذاشتیبارقه امید در چشمان مردم دیده شد رئیسی متشکریم,از زمانی که پا به ستاد انتخابات گذاشتیبارقه امید در چشمان مردم دیده شد رئیسی متشکریم,"['از', 'زمانی', 'که', 'پا', 'به', 'ستاد', 'انتخابات', 'گذاشتیبارقه', 'امید', 'در', 'چشمان', 'مردم', 'دیده_شد', 'رئیسی', 'متشکریم']"
@XWLTN تو خانوادتون سابقه ویتیلیگو ندارین؟!,تو خانوادتون سابقه ویتیلیگو ندارین,تو خانوادتون سابقه ویتیلیگو ندارین,"['تو', 'خانوادتون', 'سابقه', 'ویتیلیگو', 'ندارین']"
"ولی تو رو‌خدا ما رو ببخشید که
وسط توییت انتخاباتیاتون توییت میزنیم 😔☝️",ولی تو رو‌خدا ما رو ببخشید کهوسط توییت انتخاباتیاتون توییت میزنیم ☝️,ولی تو روخدا ما رو ببخشید کهوسط توییت انتخاباتیاتون توییت میزنیم ,"['ولی', 'تو', 'روخدا', 'ما', 'رو', 'ببخشید', 'کهوسط', 'توییت', 'انتخاباتیاتون', 'توییت', 'میزنیم']"
@sm_1361 خاتمی رو جا انداختی,خاتمی رو جا انداختی,خاتمی رو جا انداختی,"['خاتمی', 'رو', 'جا', 'انداختی']"
RT @Panpan92907908: خیلی رنگی رنگی شد😅😅😅 #NewProfilePic https://t.co/q56gEQVfbW,خیلی رنگی رنگی شد  newpofilepic,خیلی رنگی رنگی شد  newpofilepic,"['خیلی', 'رنگی', 'رنگی', 'شد', 'newpofilepic']"
اینایی که دارن ازون فوتبالیستا انتقاد می‌کنن که چرا نویسنده‌ها رو‌ نمی‌شناسن، بعضاً خودشونم نویسنده‌ی خاصی رو‌ نمی‌شناسن.,اینایی که دارن ازون فوتبالیستا انتقاد می‌کنن که چرا نویسنده‌ها رو‌ نمی‌شناسن بعضاً خودشونم نویسنده‌ی خاصی رو‌ نمی‌شناسن,اینایی که دارن ازون فوتبالیستا انتقاد میکنن که چرا نویسندهها رو نمیشناسن بعضاً خودشونم نویسندهی خاصی رو نمیشناسن,"['اینایی', 'که', 'دارن', 'ازون', 'فوتبالیستا', 'انتقاد', 'میکنن', 'که', 'چرا', 'نویسندهها', 'رو', 'نمیشناسن', 'بعضاً', 'خودشونم', 'نویسندهی', 'خاصی', 'رو', 'نمیشناسن']"
@basoshadid @zahratweeted حاج محسن من به حرمت رفاقت ۲۸ ساله‌م با مرتضا نمی‌تونم تو ستاد دیگه‌ای باشم. شرمنده‌تم😑,حاج محسن من به حرمت رفاقت ۲۸ ساله‌م با مرتضا نمی‌تونم تو ستاد دیگه‌ای باشم شرمنده‌تم,حاج محسن من به حرمت رفاقت ۲۸ سالهم با مرتضا نمیتونم تو ستاد دیگهای باشم شرمندهتم,"['حاج', 'محسن', 'من', 'به', 'حرمت', 'رفاقت', '۲۸', 'سالهم', 'با', 'مرتضا', 'نمیتونم', 'تو', 'ستاد', 'دیگهای', 'باشم', 'شرمندهتم']"
@aseyedp دمش گرم,دمش گرم,دمش گرم,"['دمش', 'گرم']"
@rezajafarik چرا من فکر میکردم بدشانسیه؟,چرا من فکر میکردم بدشانسیه,چرا من فکر میکردم بدشانسیه,"['چرا', 'من', 'فکر', 'میکردم', 'بدشانسیه']"
@kkawmen روزی که شیبا شد ارز خوب من مُردم✋🏻,روزی که شیبا شد ارز خوب من مُردم✋,روزی که شیبا شد ارز خوب من مُردم,"['روزی', 'که', 'شیبا', 'شد', 'ارز', 'خوب', 'من', 'مُردم']"
"RT @SEMi7991: بیاید اینبار یکاری کنیم پسرامون چند تا جایزه بگیرن
فایتینگ آرمی💜

I vote #Dynamite for #BestMusicVideo at the 2021 #iHeartAwa…",بیاید اینبار یکاری کنیم پسرامون چند تا جایزه بگیرنفایتینگ آرمیi voe  dynamie fo  besmusicvideo a he 2021  iheaawa,بیاید اینبار یکاری کنیم پسرامون چند تا جایزه بگیرنفایتینگ آرمیi voe  dynamie fo  besmusicvideo a he 2021  iheaawa,"['بیاید', 'اینبار', 'یکاری', 'کنیم', 'پسرامون', 'چند', 'تا', 'جایزه', 'بگیرنفایتینگ', 'آرمیi', 'voe', 'dynamie', 'fo', 'besmusicvideo', 'a', 'he', '2021', 'iheaawa']"
"RT @NDastkerdi: @gizBaBa4145 خوش آمدی سید انقلابی
#رئیسی_متشکریم",خوش آمدی سید انقلابی رئیسی متشکریم,خوش آمدی سید انقلابی رئیسی متشکریم,"['خوش', 'آمدی', 'سید', 'انقلابی', 'رئیسی', 'متشکریم']"
"RT @Uncle_Cactus: یه سری رابطه هام مثل پوشیدن شلوار تنگ میمونه...
همه از بیرون میگن چقدر خوب و قشنگه ولی فقط و فقط خودتی که میدونی چقدر آزا…",یه سری رابطه هام مثل پوشیدن شلوار تنگ میمونههمه از بیرون میگن چقدر خوب و قشنگه ولی فقط و فقط خودتی که میدونی چقدر آزا,یه سری رابطه هام مثل پوشیدن شلوار تنگ میمونههمه از بیرون میگن چقدر خوب و قشنگه ولی فقط و فقط خودتی که میدونی چقدر آزا,"['یه', 'سری', 'رابطه', 'هام', 'مثل', 'پوشیدن', 'شلوار', 'تنگ', 'میمونههمه', 'از', 'بیرون', 'میگن', 'چقدر', 'خوب', 'و', 'قشنگه', 'ولی', 'فقط', 'و', 'فقط', 'خودتی', 'که', 'میدونی', 'چقدر', 'آزا']"
"RT @sobhan_70: با اتحاد این سه عزیز کنارهم 
#رئیسی #محمد #جلیلی
منتظر له شدن اصلاحات وعدم تشکیل #دولت_سوم_روحانی هستیم💪
به به چه ترکیبی چه…",با اتحاد این سه عزیز کنارهم  رئیسی  محمد  جلیلیمنتظر له شدن اصلاحات وعدم تشکیل  دولت سوم روحانی هستیمبه به چه ترکیبی چه,با اتحاد این سه عزیز کنارهم  رئیسی  محمد  جلیلیمنتظر له شدن اصلاحات وعدم تشکیل  دولت سوم روحانی هستیمبه به چه ترکیبی چه,"['با', 'اتحاد', 'این', 'سه', 'عزیز', 'کنارهم', 'رئیسی', 'محمد', 'جلیلیمنتظر', 'له', 'شدن', 'اصلاحات', 'وعدم', 'تشکیل', 'دولت', 'سوم', 'روحانی', 'هستیمبه', 'به', 'چه', 'ترکیبی', 'چه']"
@meowpishi مام دلمون میخواد نود ببینیم 😂😂😂,مام دلمون میخواد نود ببینیم,مام دلمون میخواد نود ببینیم,"['مام', 'دلمون', 'میخواد', 'نود', 'ببینیم']"
@yudaxan @paneezpie اسون بیز تسلیم اولماریخ,اسون بیز تسلیم اولماریخ,اسون بیز تسلیم اولماریخ,"['اسون', 'بیز', 'تسلیم', 'اولماریخ']"
"تنها دلیل من برای جواب ندادن به تلفن...
1-نمیشناسم کیه...
2-میشناسم کیه...
😉😎",تنها دلیل من برای جواب ندادن به تلفن1نمیشناسم کیه2میشناسم کیه,تنها دلیل من برای جواب ندادن به تلفن1نمیشناسم کیه2میشناسم کیه,"['تنها', 'دلیل', 'من', 'برای', 'جواب', 'ندادن', 'به', 'تلفن', '1', 'نمیشناسم', 'کیه', '2', 'میشناسم', 'کیه']"
"@online_3_ ممه هاش که دیده نمیشد 
صورتشو میگم",ممه هاش که دیده نمیشد صورتشو میگم,ممه هاش که دیده نمیشد صورتشو میگم,"['ممه', 'هاش', 'که', 'دیده', 'نمیشد', 'صورتشو', 'میگم']"
@SKAbbasi_FaN غدار نثار علی خان۔۔۔Mr been,غدار نثار علی خان۔۔۔m been,غدار نثار علی خان۔۔۔m been,"['غدار', 'نثار', 'علی', 'خان۔۔۔m', 'been']"
"RT @niki_arp_: دولت اقدام بهترین نام برای دولت مردمی شخصی عملگرا مثل محسن رضایی است.

#اقدام_و_تحول #آقامحسن_ایران 
#محسن_رضایی",دولت اقدام بهترین نام برای دولت مردمی شخصی عملگرا مثل محسن رضایی است اقدام و تحول  آقا محسن ایران  محسن رضایی,دولت اقدام بهترین نام برای دولت مردمی شخصی عملگرا مثل محسن رضایی است اقدام و تحول  آقا محسن ایران  محسن رضایی,"['دولت', 'اقدام', 'بهترین', 'نام', 'برای', 'دولت', 'مردمی', 'شخصی', 'عملگرا', 'مثل', 'محسن', 'رضایی', 'است', 'اقدام', 'و', 'تحول', 'آقا', 'محسن', 'ایران', 'محسن', 'رضایی']"
RT @fwtmhhh: من و دانشگاه🥲🚶🏻‍♀️ https://t.co/yObVZE6Cd5,من و دانشگاه‍♀️,من و دانشگاه,"['من', 'و', 'دانشگاه']"
"RT @Asal_salehi79: چه کسی باید به روند شعارگرایی در ایران خاتمه دهد؟
آیا وقت  دولت اقدام نرسیده است؟ 
فرهنگ ما، اقتصاد ما، حتی امنیت ما و..…",چه کسی باید به روند شعارگرایی در ایران خاتمه دهدآیا وقت دولت اقدام نرسیده است فرهنگ ما اقتصاد ما حتی امنیت ما و,چه کسی باید به روند شعارگرایی در ایران خاتمه دهدآیا وقت دولت اقدام نرسیده است فرهنگ ما اقتصاد ما حتی امنیت ما و,"['چه', 'کسی', 'باید', 'به', 'روند', 'شعارگرایی', 'در', 'ایران', 'خاتمه', 'دهدآیا', 'وقت', 'دولت', 'اقدام', 'نرسیده_است', 'فرهنگ', 'ما', 'اقتصاد', 'ما', 'حتی', 'امنیت', 'ما', 'و']"
"RT @Uncle_Cactus: موی کوتاه بیشتر بهم میاد یا بلند؟
واقعا نمیدونم برم دوباره کوتاه کنم یا نه... نظرتون مهمه واسه همین میپرسم💚🌵 https://t.co…",موی کوتاه بیشتر بهم میاد یا بلندواقعا نمیدونم برم دوباره کوتاه کنم یا نه نظرتون مهمه واسه همین میپرسم,موی کوتاه بیشتر بهم میاد یا بلندواقعا نمیدونم برم دوباره کوتاه کنم یا نه نظرتون مهمه واسه همین میپرسم,"['موی', 'کوتاه', 'بیشتر', 'بهم', 'میاد', 'یا', 'بلندواقعا', 'نمیدونم', 'برم', 'دوباره', 'کوتاه', 'کنم', 'یا', 'نه', 'نظرتون', 'مهمه', 'واسه', 'همین', 'میپرسم']"
